seed,time,total_conc,total_conc_I1,total_conc_I2,total_conc_I3,total_conc_I4,total_conc_I5,total_conc_I6,total_conc_I7,total_conc_R1,total_conc_R2,num_I1,num_I2,num_I3,num_I4,num_I5,num_I6,num_I7,num_R1,num_R2,sim,log_genes_mean,log_gene_copies1,log_gene_copies2,log_gene_copies3,log_gene_copies4,log_gene_copies5,log_gene_copies6,log_gene_copies7,log_gene_copies8,log_gene_copies9,log_gene_copies10,log_mean_copiesten,log_mean_copiesthree,new_time,everyother,week
1,21,4496424.531083158,75227.9324477841,212127.3871955387,296652.5519325549,280214.1587009649,3518741.07254573,43272.798703597975,724.813789309866,63510.5695141423,5953.246253534997,9,10,6,8,15,11,6,39,17,1,8.30567729563132,8.765165981435429,8.552771461265234,8.151307011018513,8.287716084320063,8.868063518898884,7.041426951206125,9.306536909517758,7.544099410100276,8.005863098255515,8.437888570351811,8.472028461807886,8.520928059346632,21,TRUE,2
1,23,2605074.3379958738,33718.05514977942,392849.2167665179,112367.4671518416,263538.7140230324,101316.64201202909,1557336.2157934923,21716.702392612144,94874.77166925502,27356.553037312842,11,16,6,14,5,10,14,46,21,1,7.759855974781162,7.797138466463758,7.506877243724034,8.080976627620075,7.5178685096305236,7.505812866712019,7.276236245813379,7.842042429404357,8.440318206821654,7.546865303880011,8.085332452854699,7.820359835856249,7.822249230883588,23,TRUE,3
1,25,2513235.5884463275,31387.401255848577,63316.50806267487,307610.14276735525,190092.5580315694,220557.91034697602,1535829.7773577666,19515.234653838706,121087.11167152572,23838.94429877094,15,12,11,11,10,15,6,56,26,1,7.723965765381212,8.033878639328567,7.616676061107778,6.8573565619687935,7.076895763470792,8.232842878650198,7.5220973686321955,7.531361765835497,8.508148132557606,8.087796119631978,8.053566515090203,7.866403714064321,7.611896229055651,25,TRUE,3
1,27,2606722.3009442594,3628.858229700335,189551.99953080967,336189.9144455707,130930.65208007258,261002.93702031256,1521264.3102383176,21447.048052912163,124391.43901074892,18315.142335814075,9,20,14,13,14,12,10,57,32,1,7.760488372058905,7.68259061870624,7.7103930014521245,7.445338205094832,8.414439132115978,7.0454916483645995,7.549302168095532,9.098358769984815,7.641690246337099,7.93718761987978,8.118126345611165,8.03432076610674,7.6196453651649305,27,TRUE,3
1,29,2309978.4722325434,72830.70247093176,619276.4904815302,462521.41808261274,156272.9062817964,33250.269992732174,15867.36918245482,773008.5284504584,157606.50335281648,19344.283937210876,17,17,16,22,14,9,11,72,39,1,7.639632968434736,7.400557940880425,7.6028507663715725,7.061346787116809,8.046984333883413,8.357167754590549,7.456630080936228,7.4903322124682035,7.4757266283647,7.973763456423088,7.687309973273788,7.721467486591729,7.3791771440041005,29,TRUE,4
1,31,2307618.99148255,64765.8576968683,415346.0559811208,917044.3516729242,191851.10093879479,119341.10017582112,35741.13390138828,13863.69969825644,513534.3112272446,36131.38019013139,23,14,13,20,23,15,14,78,52,1,7.638611016662679,8.317950792427201,7.297780777284851,7.473044998467069,7.8796257687245594,7.606077229834887,7.269947254034065,7.51460690412863,7.481714579940984,7.520932304155041,6.9041699386153965,7.594688380782488,7.80162756549514,31,TRUE,4
1,33,2177812.50006511,33864.83137417257,960243.8415193445,368666.2927474437,59258.98953941464,65748.24276188409,124544.94905296488,18140.958202577593,498920.10773242323,48424.28713488494,21,22,21,18,18,19,17,90,56,1,7.5807156960049085,7.774551501784593,7.610795916222166,7.679312415374649,7.404015553089953,7.8655771819144595,7.138290911862681,7.452960506741736,7.646192246308667,7.979112965324674,8.4675970016635,7.764940442456836,7.69048307507801,33,TRUE,4
1,35,1976299.6623506793,117272.81645583113,319047.99423739075,294359.0048142596,282867.57567416265,305972.6482391072,67649.49773698361,12914.75263522644,527559.7248037979,48655.64775392162,29,20,19,23,19,26,19,100,63,1,7.483621002139325,6.795091223725021,7.7493690984556105,6.990707651934679,7.051603025075873,6.664980678586966,7.459755915900061,8.375952410151704,7.728291480611281,6.651786646197606,7.383712264305223,7.436780390009877,7.267769411488225,35,TRUE,4
1,37,6621369.536529314,51105.399510870244,5086986.863637469,87751.62804149691,500062.62807809224,294296.65023649,12193.17487407793,42181.1989862648,500016.4480192872,46775.54514527596,34,27,17,24,23,16,23,121,73,1,8.692696990506601,8.495552013651427,8.845975920901484,8.372456139224044,8.529146483180048,8.372108523631319,8.620583712197126,9.03749710147365,9.564476666971277,8.605669247720458,8.710769745424898,8.783974118012557,8.592027610301896,37,TRUE,5
1,39,10543374.92033468,28274.930137962576,1115689.0184961252,8451830.168500641,100376.8537647744,188045.64169764984,56996.583652378,67884.36728818913,500317.39930478216,33959.95749217425,28,23,19,25,27,16,22,133,81,1,9.157892456354345,9.707905142346286,9.00740439293604,9.12803081833304,8.974167078269105,8.14124965854537,9.498592417954097,9.51514713480325,8.670115560093071,9.304805787192999,9.526499323249281,9.235909277003339,9.330203749580301,39,TRUE,5
1,41,3911550.8477533865,144911.11008821556,323580.9495179016,786104.9458548537,935469.3443554179,54461.85802734004,1088606.864085368,13389.224072757628,537623.0470542313,27403.504697299348,23,22,23,23,21,23,22,143,92,1,8.166328694936283,8.084066896809489,7.840281304595783,8.44673905924634,7.999188012570701,7.400429624953412,7.570170473079825,8.00643561197268,7.407028930524685,8.258159616335924,8.340783368083267,7.996180769695363,8.155090675497547,41,TRUE,5
1,43,3807836.7454448384,7274.371292653705,621438.8742574983,1524920.3737391299,604084.1092642609,58664.192092942976,257351.41480915155,47007.33217954158,525094.0010210113,162002.0767886444,15,22,27,25,16,29,24,139,114,1,8.139456007865103,8.487937695567473,7.182276295025098,8.687844530002225,8.612748827963996,8.43594836837775,8.17905686233779,7.525514712873763,8.390240200547288,7.504656474757977,8.350123641817264,8.244981122963914,8.30252424838914,43,TRUE,6
1,45,3678277.7829165864,6220.721378964103,991769.7053714255,1097964.0107758038,565007.8903924231,90358.75484082689,100261.0950024359,90450.40862708673,556426.2026829581,179818.99384466145,9,20,19,22,20,26,20,161,120,1,8.10483941218922,7.7604615649144595,7.272353194083218,8.45849474588826,7.928678259414295,8.550843608425982,8.925853518589605,7.7392419126567376,7.8606249683936245,7.398836708476553,7.601308229129552,8.086303062218025,7.949312388924852,45,TRUE,6
1,47,2748727.7686289106,16128.424756171202,197518.01673341298,203470.96493449717,1033106.2490674562,445489.6363648402,26232.89751606548,61367.68463312798,572811.2797732445,192602.61485009288,12,13,16,20,21,14,26,178,120,1,7.813532938367219,7.995823919435634,7.255572885845797,7.925273145824871,8.183327551154617,7.4897027130743865,7.965213418746143,7.027100981012225,7.282328745156148,7.5413732620563865,8.280491288456519,7.775352347537384,7.776371290913332,47,TRUE,6
1,49,3345851.666055407,3805.592834307905,2099932.7292269124,87860.06070680026,108121.14419963045,26136.98222705268,123264.44124392474,51791.969803906315,636916.3357574663,208022.41005540628,8,19,13,15,16,19,20,181,137,1,8.010116033183431,7.953942927108317,9.053699305997604,8.591598311167097,8.13322145495163,7.793199663168637,8.311227430768646,8.368082077637263,8.22223997169347,8.515836121273047,8.417126171415209,8.394562709901367,8.629515542982231,49,TRUE,6
1,51,3890656.2209521113,387275.83953115484,771381.4554416211,220172.76363876677,1304892.4908136192,274237.8536527104,47093.77591852607,61611.18035763611,584318.3782347724,239672.48336330426,15,10,13,17,15,20,14,177,153,1,8.16097260105954,8.360025541243074,7.517822335842377,7.888577231058677,7.0285279228155675,8.151842745478033,7.951763549348218,7.674021447857394,8.62351499942149,8.26368299874705,8.075046535848411,8.039962652065467,7.981620071283456,51,TRUE,7
1,53,8568179.25053376,9272.765063020515,631185.4151250506,6421568.432805693,257897.82701267535,113490.02385837295,303433.7431196614,16365.822251525526,577058.4582802771,237906.76301747555,16,17,12,12,25,12,17,165,153,1,8.950450017181563,9.121009862893775,9.17554356781789,8.86738949879906,9.408459681577849,9.053031468803576,9.207190574481341,7.73413014447873,9.547875525631762,10.068611436935013,9.34840344304698,9.287073458791475,9.063392899787235,53,TRUE,7
1,55,5081015.31285097,3738.339294036153,95539.5862713193,191496.41486676942,3346154.908251498,308925.421756021,341180.90704617614,14903.527400664723,523432.32408290467,255643.88388158177,7,12,14,15,13,18,17,153,170,1,8.427905869678849,9.144417720529367,8.268871682406926,8.496016816230238,8.829547477745672,7.744849904014357,9.087130355807188,8.784422467103965,7.305329582632362,7.906652568563334,8.457097619408692,8.548401093430936,8.708243737171903,55,TRUE,7
1,57,1701227.2833004538,17358.452700443406,25017.415471191194,225337.67704013866,58249.364133363015,103467.96532803535,9204.155493410137,426317.72491084354,579421.5935493998,256852.93467362894,7,9,8,9,15,11,24,134,185,1,7.3337446852726025,7.150133947039348,6.59001453020186,7.29891727876615,8.070685275827172,7.452146517145382,6.98359664611375,7.315543373989359,7.97513228836145,8.336603975489695,7.1499693024955775,7.567428337507723,7.056395408399234,57,TRUE,8
1,59,2019151.093550212,19889.125079567715,19781.027037646716,390186.3213948072,299849.7969711607,19009.647881392135,248005.78769095914,6430.053485893575,752782.748407517,263216.58560126764,14,6,9,6,6,16,14,133,183,1,7.505071935689626,7.789931749410833,8.005086337546583,7.852847338999446,7.695053278972998,7.985920252379982,6.4041807745126675,7.928968334313511,7.021540601760472,9.032943120130554,7.484252325653818,7.92940717413762,7.88675306668754,59,TRUE,8
1,61,3086224.6805796768,1795.16332224427,1753368.1630906805,19437.04065012861,392439.83213546965,62532.684159973294,3132.7250368928385,49040.74621845138,601399.2452646196,203079.0807012173,6,6,7,9,14,4,11,127,169,1,7.9293433210245095,9.130152201276898,7.237129897332264,6.727795213578574,8.71828921847671,7.552904681343053,8.17782379723637,7.767518005179352,8.446176015682376,7.702146691467649,8.36256139442728,8.203919332695518,8.247554349802694,61,TRUE,8
1,63,2433702.945477638,3985.5644497084922,273309.3261540022,3847.188443878883,496469.14315377665,883579.6168565985,39529.377538969355,4184.258356605184,627311.7821406353,101486.68838346495,5,2,6,9,8,6,12,119,149,1,7.691808706677376,8.036678387902764,7.9043588953636,7.879170910066703,7.105020236241696,6.964861837676847,7.133237124011433,7.722269320330751,8.592671445986463,8.158503070610005,7.22482364003916,7.803392600099109,7.942489122628941,63,TRUE,8
